text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
"I am a student and work part-time, earning around $1968 a month. I am renting a room in a shared house for $1778 per month. I live with my spouse and 4 children. I have a chronic condition (depression) that requires regular medication. My electricity bill has been very high this winter, around $433 per month.",0,0,0,0,0,164,unhoused,citizen,True,True
"I am currently unemployed and have been looking for work for 12 months. I recently became homeless after my landlord evicted me. My household includes myself, my partner, and our 1 children. I have no health insurance. I am behind on my heating bills by $233. I do not have legal immigration status.",0,0,0,0,0,383,owned,undocumented,True,True
"I am a student and work part-time, earning around $3732 a month. I am currently renting an apartment for $981 per month. I live alone. I have a chronic condition (asthma) that requires regular medication. I am behind on my heating bills by $567.",0,0,0,0,0,311,unhoused,citizen,False,True
"I recently lost my job at a local restaurant due to layoffs. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. I have no health insurance. My electricity bill has been very high this winter, around $183 per month.",1,1,0,0,1,110,owned,citizen,False,True
"I am a student and work part-time, earning around $1440 a month. I have been unhoused for 6 months and am staying in a shelter. I live with my partner. I have been managing hypertension without proper medical care due to cost. I am behind on my heating bills by $349.",1,1,0,0,1,120,owned,citizen,False,True
I am currently unemployed and have been looking for work for 13 months. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 4 children. I have no health insurance. I do not have legal immigration status.,0,0,1,0,0,23,unhoused,undocumented,True,False
"I am currently unemployed and have been looking for work for 15 months. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly mother who lives with me. I have been managing hypertension without proper medical care due to cost. My electricity bill has been very high this winter, around $522 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,76,staying_with_family,qualified_alien,True,True
"I work 25 hours a week at restaurant, making $2292 monthly. I am staying with family temporarily as I cannot afford my own place. I live alone. I recently lost my employer-sponsored health insurance.",0,0,0,0,0,191,renting,citizen,True,False
"I am a student and work part-time, earning around $4356 a month. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 3 children. I am pregnant and currently uninsured. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,363,owned,qualified_alien,True,False
"I work 15 hours a week at warehouse, making $2052 monthly. I have been unhoused for 2 months and am staying in a shelter. I have 1 children ages 3. I have no health insurance. My utility bills take up a large portion of my income.",0,0,0,0,0,171,unhoused,citizen,True,True
I recently lost my job at a local restaurant due to layoffs. I recently became homeless after my landlord evicted me. I live with my partner. I have been managing depression without proper medical care due to cost. My utility bills take up a large portion of my income.,1,1,0,0,1,55,renting,citizen,False,True
"I am a student and work part-time, earning around $1020 a month. I am currently renting an apartment for $1387 per month. I live alone. My child has arthritis and needs ongoing medical care. My utility bills take up a large portion of my income.",1,1,0,1,1,85,unhoused,citizen,True,True
"I work 25 hours a week at cleaning service, making $2172 monthly. I am staying with family temporarily as I cannot afford my own place. I live alone. My child has asthma and needs ongoing medical care. My electricity bill has been very high this winter, around $200 per month. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,181,staying_with_family,qualified_alien,True,True
"I work 20 hours a week at restaurant, making $3384 monthly. I am staying with family temporarily as I cannot afford my own place. I live with my partner. I have a chronic condition (diabetes) that requires regular medication. My electricity bill has been very high this winter, around $176 per month.",0,0,0,0,0,282,staying_with_family,citizen,False,True
"I work 10 hours a week at restaurant, making $3444 monthly. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 1 kids. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income.",0,0,0,0,0,287,unhoused,citizen,True,True
"I am a student and work part-time, earning around $1380 a month. I have been unhoused for 3 months and am staying in a shelter. I have 4 children ages 6. I have been managing hypertension without proper medical care due to cost. My electricity bill has been very high this winter, around $426 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,115,owned,qualified_alien,True,True
I am currently unemployed and have been looking for work for 14 months. I have been unhoused for 3 months and am staying in a shelter. I share an apartment with a roommate. I have a chronic condition (diabetes) that requires regular medication. I am behind on my heating bills by $335.,1,1,0,0,1,59,owned,citizen,False,True
I am a full-time caregiver for my father and have no outside income. I recently became homeless after my landlord evicted me. I am a single parent with 1 kids. My child has diabetes and needs ongoing medical care. I am behind on my heating bills by $517.,1,1,0,1,1,44,owned,citizen,True,True
I recently lost my job at a local restaurant due to layoffs. I have been unhoused for 1 months and am staying in a shelter. I live alone. I have no health insurance. I struggle every month to pay my utility bills on time.,1,1,0,0,1,59,unhoused,citizen,False,True
